"county","population","educational_attainment","poverty_rate","pct_adults_not_working","housing_vacancy_rate","median_income_ratio","employment_change_pct","business_change_pct","distress_score","population_in_distress_count","pct_pop_in_distress","distress_rank"
"Montmorency County, MI",9510,14,16,66,6,74,1.6,-6,69.6,0,0,952
"Esmeralda County, NV",1040,15,23,58,25,60,-26.3,-26.3,98.5,0,0,47
"Washakie County, WY",8440,11,14,41,8,78,-11,0.5,44.9,0,0,1723
"Haskell County, TX",5880,25,21,54,16,81,20.1,14.1,67.6,870,15,1015
"Todd County, KY",12500,22,20,50,11,95,3.9,8.8,54,10,0,1441
"Greenlee County, AZ",8800,15,15,48,16,102,764.8,23.3,31.4,2940,33,2145
"Sarasota County, FL",386940,8,12,55,8,107,7.5,4.3,15.7,30,0,2637
"Crawford County, IL",19630,11,14,48,11,81,6,-1.2,44.7,980,5,1731
"Twin Falls County, ID",78930,15,16,41,8,93,2.5,-2.4,41.6,0,0,1826
"Franklin County, ID",12850,9,14,41,4,96,-0.2,-3.8,28.3,1340,10,2244
"Steuben County, IN",34190,11,11,42,8,100,11.2,1.8,12.3,0,0,2743
"Kern County, CA",857730,27,23,49,8,79,12,3.5,56.3,243970,28,1367
"Cleveland County, AR",8600,15,19,51,12,101,26.7,0,45,1500,17,1722
"Surry County, VA",6890,21,11,44,13,80,-9.8,-9.8,79.7,2020,29,635
"Washington County, VA",54830,16,12,46,8,66,0,-2.2,58.9,9880,18,1286
"Uintah County, UT",34580,13,12,38,10,104,20.6,2.8,11.2,1550,5,2777
"Shelby County, TX",25700,24,23,47,12,69,10.4,3.4,66.6,16320,64,1045
"Gregg County, TX",122740,17,19,42,8,88,6.9,2.2,38.1,0,0,1937
"Clay County, NC",10620,12,24,55,9,77,1.6,-9.5,78.7,1050,10,668
"Crawford County, AR",61830,16,19,46,9,99,-7.5,-3.9,65.9,3540,6,1067
"Franklin County, AR",17960,17,20,52,11,97,4.8,0.7,54.9,3180,18,1413
"Otsego County, NY",61780,11,16,46,9,82,1.1,-0.3,47.5,210,0,1644
"Monroe County, PA",168340,10,13,45,8,109,-0.8,-1.4,29.9,1330,1,2191
"Hamilton County, NY",4780,10,10,51,3,90,-0.1,-1,31.3,0,0,2148
"Upshur County, TX",39850,18,14,47,12,89,4.6,-1.3,53.6,4140,10,1452
"Wayne County, MI",1790080,16,25,51,18,84,4.1,-2.3,79.4,858850,48,647
"Macomb County, MI",849340,12,13,43,6,110,11.4,3.3,9.1,79750,9,2845
"Rush County, KS",3220,10,10,40,11,79,38.1,-2,28.7,0,0,2229
"Smith County, KS",3780,10,18,42,20,81,-7.8,4.3,59.3,750,20,1273
"Kane County, IL",521870,17,12,36,6,123,6.2,1,11.3,0,0,2774
"Monona County, IA",9150,9,11,44,13,78,-1.6,-4.9,58.2,520,6,1309
"Vigo County, IN",108260,13,20,46,13,85,-1.4,-4.3,74.7,24780,23,793
"Pottawattamie County, IA",93150,10,13,36,7,99,0.1,-0.6,20.6,10,0,2485
"Jefferson County, KY",751490,12,17,41,9,110,5.3,-1.8,30.1,118890,16,2186
"Bracken County, KY",8460,17,17,47,11,93,-1.2,-2,62.7,4780,56,1169
"Pitt County, NC",172440,13,24,42,12,90,2.4,-1.2,56.8,15750,9,1354
"Auglaize County, OH",45870,8,9,38,6,108,12.2,-2.1,6.5,0,0,2924
"Aitkin County, MN",15960,10,12,52,4,69,-4.9,-5.9,58.4,1140,7,1303
"Tulsa County, OK",616130,11,16,38,10,106,5.3,0.4,22.5,77300,13,2426
"Berrien County, GA",19090,21,25,56,17,65,-19,-9.9,99,18520,97,32
"Reynolds County, MO",6640,25,23,56,9,72,-10.5,4.7,83.6,4330,65,515
"Acadia Parish, LA",62030,28,20,47,10,84,3.5,1.9,62,20170,33,1191
"Catahoula Parish, LA",10270,27,21,55,11,78,-3.2,5.6,79.4,1870,18,646
"Gosper County, NE",2000,5,8,34,7,96,13.4,-7.6,10.5,0,0,2801
"Camp County, TX",12460,24,22,51,13,73,-23.6,-4.4,95.1,11680,94,154
"St. Landry Parish, LA",83520,23,28,51,11,75,10.6,-0.1,72,43690,52,876
"Orange County, NY",374520,12,13,41,8,121,7.4,-0.7,16.3,2080,1,2618
"Pawnee County, OK",16570,12,15,47,15,95,2.6,-7.3,61.8,6160,37,1195
"Albany County, NY",306120,8,14,39,10,102,2.8,-0.6,21.3,36230,12,2463
"Jefferson County, MS",7630,20,48,68,18,60,15.9,-4.8,92.5,7630,100,235
"Lincoln County, TN",33500,18,16,47,9,93,10.3,-4.5,49.1,1230,4,1595
"Blaine County, MT",6580,12,28,47,17,79,18.2,2.8,57.8,3850,59,1320
"Cavalier County, ND",3920,11,4,40,20,112,-2.5,4.3,28.4,100,3,2240
"Bowman County, ND",3190,11,8,35,14,115,8.4,0,15.6,0,0,2640
"Claiborne County, TN",31840,25,24,56,11,74,2.6,-0.7,84.6,17340,55,484
"Liberty County, FL",8300,25,20,60,17,83,59.6,0,74.9,6630,80,786
"Bonner County, ID",40900,8,16,52,7,89,-3,-4.8,52.8,80,0,1478
"Clearwater County, ID",8600,14,13,61,8,84,-3.6,-8.4,71.5,0,0,891
"Mason County, IL",14310,14,17,48,10,74,-4.8,-4.8,76.6,6950,49,731
"Madison County, MS",98620,10,13,37,7,160,5.9,2.7,6.7,1230,1,2918
"Quitman County, MS",7900,33,39,59,12,61,-10.5,-8.5,99.3,7460,95,24
"Clay County, IL",13680,13,14,43,13,76,0.6,3.1,50.8,3340,24,1541
"Shelby County, KY",43580,15,12,40,6,134,5.7,-1.9,17.9,180,0,2567
"Christian County, IL",34420,12,15,45,8,80,-2.2,-3.5,55.9,6370,19,1381
"Washington County, GA",20860,24,27,56,17,71,0,-7.7,98,19250,92,65
"Gage County, NE",21890,11,11,37,11,94,-0.2,3.2,24.6,0,0,2359
"Henry County, IL",50030,11,11,41,8,92,-0.4,-4.7,37.6,3050,6,1953
"Berkshire County, MA",130060,9,13,43,7,73,-1.2,-2.5,45.3,15860,12,1713
"Madison County, TX",13770,23,24,65,16,78,39.7,8.2,72,4880,36,876
"Madison County, VA",13210,19,14,42,5,80,2.1,-0.7,41.9,110,1,1819
"Brazos County, TX",201530,15,29,42,9,74,6.2,6,49.3,73490,37,1587
"Burleson County, TX",17240,22,16,49,18,94,27.4,7.2,46.9,0,0,1663
"Warren County, VA",38140,14,10,38,6,94,6.1,-3,22.7,0,0,2417
"Waller County, TX",44830,21,19,47,12,97,16.4,7,42.4,5610,13,1802
"McKenzie County, ND",8330,10,15,35,11,122,135.9,107.2,6.6,0,0,2923
"Wabash County, IN",32490,12,15,44,8,94,4.9,-0.1,31.6,30,0,2141
"Douglas County, KS",113700,5,19,35,7,98,-3.1,0.3,24,0,0,2379
"Shawnee County, KS",178600,9,16,40,9,96,-1.3,-3.5,40.9,20610,12,1849
"Elko County, NV",50990,17,10,33,5,139,9.6,2.1,5.6,1120,2,2954
"DeKalb County, IN",42320,11,13,41,6,102,11.9,-3,18.1,0,0,2563
"Tangipahoa Parish, LA",124130,20,22,46,10,91,9.7,1.6,48.5,28660,23,1614
"Calcasieu Parish, LA",194940,15,17,44,10,98,5,2.4,35.6,41300,21,2016
"Oconto County, WI",37480,10,10,38,7,98,1.1,-1.4,18,0,0,2564
"Edgecombe County, NC",55780,22,25,51,14,73,-12.8,-7,97,47770,86,94
"Chatham County, GA",275300,11,19,45,12,95,6,1.8,40.1,74320,27,1876
"Indian River County, FL",140920,13,15,56,12,95,5.5,2.8,45.8,20510,15,1696
"Madison County, ID",37750,5,36,44,13,68,10.5,1.9,49.4,0,0,1584
"Dinwiddie County, VA",27990,19,14,46,9,81,14,-4.6,50.3,12760,46,1557
"Menard County, IL",12660,8,10,38,8,105,-12.4,-4,27.5,0,0,2267
"Sutter County, CA",95070,22,17,48,6,84,1.2,-0.5,55.3,42070,44,1398
"Sherman County, KS",6080,12,19,38,11,74,4.5,0.4,47.5,0,0,1645
"Monroe County, IL",33370,7,5,35,7,122,10,0.4,2.2,290,1,3059
"Candler County, GA",11060,23,29,50,10,62,2.8,-9.9,90,11060,100,314
"Pitkin County, CO",17300,5,9,31,13,120,5.9,-0.9,11,0,0,2784
"Amherst County, VA",32240,19,11,44,8,69,-5.2,-2.2,62.8,660,2,1163
"Johnston County, OK",11040,20,20,54,12,82,-2,1.1,77.2,5400,49,714
"Montgomery County, TX",487030,14,12,39,7,131,13,12,6.6,0,0,2922
"McIntosh County, OK",20330,17,21,57,13,79,1.4,3.4,73.4,18010,89,832
"Marshall County, OK",15960,20,17,52,10,84,-1.6,3.2,62.6,7670,48,1171
"Murray County, OK",13660,19,16,43,13,101,-3.3,10.2,48.3,0,0,1620
"Pittsburg County, OK",45220,16,20,49,10,89,-4.2,-0.3,67.1,8360,19,1029
"Jackson County, AL",53010,25,18,51,15,85,6.5,0.2,70.4,27290,52,928
"Morgan County, IN",69340,12,12,41,8,113,10.2,-3.3,18.5,0,0,2550
"Boone County, MO",168270,7,20,35,6,103,6.9,2.6,10.2,580,0,2809
"Roanoke city, VA",97950,17,22,42,10,61,5.6,-0.3,60.2,40340,41,1247
"Union County, NC",209390,11,10,38,6,141,11.7,4.5,2.8,0,0,3040
"San Diego County, CA",3183140,14,15,44,6,104,7.2,3.4,16.9,129300,4,2599
"Watauga County, NC",51900,12,32,47,11,76,2.9,-3.8,73.5,7600,15,829
"Elkhart County, IN",199540,19,16,39,9,96,19,-0.8,31,0,0,2158
"Nelson County, KY",44250,13,17,42,8,105,12.8,-1,25.4,0,0,2335
"Rappahannock County, VA",7450,16,11,44,4,92,9.8,-0.5,20.1,0,0,2501
"Ritchie County, WV",10220,20,19,56,16,94,-3,-2.8,83.5,3160,31,516
"Reagan County, TX",3520,40,18,37,14,100,40.6,10.6,34.4,0,0,2051
"Gonzales County, TX",20050,29,22,45,17,79,3.6,6.8,71.3,3760,19,900
"Jim Hogg County, TX",5270,24,16,53,22,72,5.6,-7.8,88.4,5260,100,363
"Piute County, UT",1920,16,28,55,15,56,-16.1,20,87.9,1020,53,379
"Pike County, IL",16240,13,15,45,11,68,-4.4,0.8,61.4,3530,22,1208
"Arlington County, VA",220170,7,9,26,8,162,5,3.3,2.4,920,0,3053
"Comal County, TX",115810,11,11,43,7,124,15.8,10.2,4.6,0,0,2986
"Roane County, TN",53410,16,17,52,11,94,-2.3,-3.8,71.6,33510,63,890
"Knox County, KY",31860,31,34,63,12,59,5.6,-1.3,90.3,27200,85,305
"Menifee County, KY",6340,29,29,60,14,70,-13.2,-3.2,98.3,5950,94,54
"Tarrant County, TX",1881470,15,15,36,8,110,8.5,4.8,13.9,274190,15,2694
"Ottawa County, MI",269800,9,11,37,5,119,10.2,1.5,3.2,0,0,3030
"Stanley County, SD",2980,10,10,27,9,115,5.3,3.8,6.1,0,0,2937
"Lonoke County, AR",70120,13,13,40,7,128,-3.6,0.1,24.4,0,0,2364
"Jersey County, IL",22750,9,7,42,9,95,-2,-6.6,37,820,4,1970
"Marion County, OH",66170,14,19,52,11,88,0.6,-7.1,76,54220,82,753
"Davis County, IA",8770,14,22,42,12,87,4.5,-5.6,63.8,100,1,1133
"Troup County, GA",68380,17,22,48,11,85,22.3,-1.3,56.5,0,0,1363
"Marin County, CA",256800,8,9,40,5,149,5.8,1.3,3.5,0,0,3019
"Morgan County, CO",28340,21,12,39,6,78,3.9,2.1,32.9,0,0,2098
"Richland County, ND",16310,8,11,34,10,102,5,1.5,10.9,0,0,2788
"Camden County, GA",51190,9,13,49,10,107,-1.3,-3.8,43.1,2940,6,1781
"Strafford County, NH",124390,8,11,36,6,90,-1.5,0.8,16.6,0,0,2610
"Clinton County, NY",81830,15,15,48,6,87,-2,-2,51,5540,7,1534
"Richland County, MT",10690,8,13,34,8,131,37.4,20.4,2,130,1,3067
"Wolfe County, KY",7270,36,44,67,12,49,3.7,0,90.8,6270,86,290
"Lucas County, OH",438170,12,21,44,12,86,4.7,-3.5,59.2,128160,29,1277
"Barnwell County, SC",22290,20,29,53,17,75,-2,-3,93.5,22290,100,205
"Lancaster County, SC",79520,15,21,50,11,95,27.7,2.6,42.4,54810,69,1801
"Lake County, TN",7730,29,30,72,11,66,13.1,-10.8,91.8,7630,99,257
"Avery County, NC",17740,19,18,54,13,82,-2.4,-1.2,81.1,7440,42,593
"Sac County, IA",10160,8,8,37,14,92,9.6,-1.1,20.5,0,0,2487
"Allegany County, MD",73980,13,17,53,12,54,3,-3.5,77.8,48760,66,694
"Nueces County, TX",348130,20,18,41,9,94,6.1,1.4,37.2,68760,20,1966
"Corson County, SD",4120,17,44,57,16,65,-12.1,-8.1,98.6,2090,51,44
"Calaveras County, CA",44920,8,12,54,7,89,1.9,-5.2,43,4410,10,1784
"Jefferson County, WA",29980,6,13,58,9,78,-3.9,-1.8,56.1,5180,17,1374
"Chaffee County, CO",18120,10,9,47,7,82,7.1,0.1,22.8,0,0,2416
"Lake County, CA",64210,15,24,58,11,59,3.7,-2,82.2,38080,59,558
"Marion County, FL",334770,15,18,58,12,83,1.3,0.2,69.5,124010,37,956
"Scotland County, NC",36030,22,31,62,14,66,-9.1,-7.3,98.8,35030,97,38
"Bolivar County, MS",33960,25,35,53,11,74,7.1,3.2,74,13190,39,813
"Tishomingo County, MS",19530,23,17,53,16,87,0.4,1.2,73.5,6320,32,830
"Lyon County, NV",51580,16,15,52,11,90,25.1,4.3,38.7,8990,17,1917
"Lawrence County, PA",89860,11,15,46,10,83,1,-1.9,50.1,33760,38,1562
"Crawford County, PA",87800,13,16,47,7,82,4,-0.8,43.1,2810,3,1779
"Malheur County, OR",30740,20,28,56,10,68,-8.7,-3.9,93.1,23230,76,218
"Weakley County, TN",34700,16,22,50,11,80,-3.3,0.7,73.9,22710,66,818
"Bradford County, PA",62510,12,13,47,7,91,6.8,1.1,24.7,1300,2,2357
"Baker County, OR",16050,10,18,52,9,80,-0.8,-3.3,67,880,6,1032
"Glacier County, MT",13640,16,33,52,11,72,13.9,-1.6,72.7,0,0,856
"Saguache County, CO",6210,22,25,48,17,56,3.4,-7.1,92.6,4240,68,234
"Huerfano County, CO",6550,15,20,60,19,55,-13.3,-9.8,97.9,4400,67,68
"Butts County, GA",23470,25,18,54,13,96,6.9,-1.1,65.7,2180,9,1073
"Appling County, GA",18420,24,23,47,13,78,-3.2,-5.5,91,18420,100,283
"Douglas County, NV",47140,7,11,48,6,113,-0.1,2.2,15.1,0,0,2655
"Tioga County, NY",50460,10,10,41,7,96,-8.9,1.7,22.2,0,0,2434
"Lincoln County, MT",19460,12,17,55,9,76,-0.6,-6.7,75.5,14360,74,768
"Mitchell County, NC",15380,19,20,55,14,80,3.9,-1.8,79.1,15340,100,655
"Abbeville County, SC",25100,22,23,54,11,79,2.2,-3.7,85.9,21140,84,442
"Marshall County, MS",36640,25,19,52,9,99,4.2,-1.6,61,18780,51,1221
"Kimball County, NE",3760,15,13,41,14,81,2.9,1.6,46.6,0,0,1673
"Quay County, NM",8820,19,20,58,13,65,-7,-4.1,94.4,6840,78,176
"York County, ME",198930,8,11,38,6,116,0.4,-0.8,10.8,0,0,2791
"Windham County, VT",44050,9,12,39,6,93,2.6,-5.3,24.3,4460,10,2367
"Skagit County, WA",118360,12,15,46,7,91,0.4,-2.4,42.9,840,1,1787
"Tyler County, WV",9080,14,18,56,13,96,9.9,-5.3,64.5,4700,52,1109
"Dale County, AL",50010,15,19,51,14,102,-9.4,-8.7,81.7,28830,58,573
"Cowlitz County, WA",102070,13,18,51,7,77,1.6,-2.1,60.2,0,0,1245
"Suffolk city, VA",85480,13,11,41,9,103,1.1,-0.4,25.6,0,0,2327
"Chester County, SC",32710,21,25,52,14,74,9.7,-1.7,81.9,23830,73,568
"Pearl River County, MS",55290,17,22,54,11,104,8.7,-3.9,61.8,15160,27,1197
"Wilkes County, GA",10120,22,30,54,12,62,-15.6,-12.8,98.5,8880,88,48
"Orange County, FL",1200240,13,18,39,10,101,8.3,5.7,22.6,110580,9,2420
"Montgomery County, AR",9300,18,20,54,13,78,-3.9,-4.7,90,3470,37,313
"Washington County, CO",4780,10,13,43,12,75,10.1,4,31.5,0,0,2144
"Irwin County, GA",9480,18,22,58,15,74,10.1,-0.8,78.9,8230,87,662
"Perry County, MO",19040,15,12,38,9,106,7,-6.3,29.8,0,0,2196
"Jefferson County, NY",118890,11,15,52,7,83,2.2,-1.8,47.4,2260,2,1647
"White Pine County, NV",10040,15,11,52,12,106,5.3,-11.9,54.9,0,0,1412
"Atlantic County, NJ",275330,15,15,42,8,76,0.5,0.2,49.2,65700,24,1589
"Bucks County, PA",626210,7,6,37,5,145,1.7,0.6,4.2,0,0,2997
"Meagher County, MT",2030,9,14,44,7,82,4.9,7.5,20.7,280,14,2480
"Chatham County, NC",66050,14,14,46,9,122,-4.2,3.2,34.8,20790,32,2039
"Iredell County, NC",163000,13,13,43,11,111,6.7,2.5,22,38480,24,2440
"Huntingdon County, PA",45950,12,14,51,6,83,-1.4,-2.5,51.2,6860,15,1527
"Bladen County, NC",34920,23,28,54,11,63,-5.5,-8.3,96.6,28450,82,109
"Cascade County, MT",81950,9,14,44,8,96,-4.6,-1,35.3,0,0,2026
"Brantley County, GA",18460,23,21,54,11,74,-5.8,5.6,81.8,11750,64,570
"Wilcox County, GA",9060,24,26,67,17,66,-12.1,4.5,94.2,6860,76,182
"Newport News city, VA",181360,11,15,42,10,79,0.8,-1,47.7,32580,18,1638
"Highland County, VA",2260,20,13,48,7,68,-3.5,-6.5,72.5,0,0,861
"Virginia Beach city, VA",445620,7,8,39,6,103,3.6,-0.3,8.2,0,0,2871
"Rockingham County, VA",77350,19,11,39,6,83,10.3,1.5,22,10080,13,2439
"Warren County, MS",48290,15,23,47,12,104,0.2,-2.8,64.9,0,0,1098
"Faulkner County, AR",117800,10,15,39,9,124,3.4,4.8,14.9,0,0,2664
"Long County, GA",15970,16,19,52,15,100,-24.1,-1.4,77.1,3630,23,717
"Pike County, GA",17820,14,13,46,10,105,0,-0.8,39.6,0,0,1891
"Fayette County, GA",107930,6,8,42,6,162,5,1.8,4.7,760,1,2982
"La Crosse County, WI",116470,6,14,35,5,96,4.6,2.8,6.9,0,0,2914
"Madison County, IL",267940,9,14,42,8,94,-0.8,-1.9,33,5050,2,2095
"Latah County, ID",37990,4,21,42,6,89,-1.4,-0.2,34.2,0,0,2059
"Osceola County, IA",6280,13,8,34,10,96,0.8,-5.2,32.2,0,0,2122
"Des Moines County, IA",40270,9,16,43,8,80,2.3,-1.4,40.4,0,0,1865
"Carroll County, MO",9160,13,14,45,15,89,-0.8,-2.1,59.3,720,8,1274
"Jackson Parish, LA",16200,19,25,56,15,81,-6.9,-3.2,92.9,8700,54,224
"Jefferson County, IA",17100,5,14,43,8,85,11,1.5,16.2,0,0,2622
"Wayne County, MO",13430,24,22,55,11,69,-18.4,-15,96.8,12220,91,100
"Polk County, IA",445140,8,13,32,6,114,4,0.1,7.1,17390,4,2908
"Power County, ID",7740,20,13,43,10,95,-5.6,-6.8,65.8,0,0,1070
"Bacon County, GA",11200,26,20,48,13,76,2.4,-1.4,81.4,11200,100,584
"Jefferson County, IL",38720,14,17,47,8,76,2.4,-3.6,60.8,2960,8,1227
"Marion County, KY",19970,19,17,49,7,89,12.6,1.4,38.8,800,4,1914
"Lyon County, KY",8420,14,14,63,11,101,-1.5,-9.1,70.7,5550,66,918
"Kane County, UT",7220,4,9,43,9,86,0.1,-6.7,36.5,0,0,1986
"Rock County, WI",160470,12,15,40,6,94,5.6,-2.7,26.3,0,0,2305
"Kewaunee County, WI",20550,9,10,38,7,101,-5.1,-5.4,28.9,0,0,2223
"Wake County, NC",952510,8,11,34,7,143,12,4.5,1.9,9550,1,3069
"Newberry County, SC",37590,22,18,47,12,93,-23.6,-3.5,79.9,24100,64,630
"Merrimack County, NH",146880,8,10,37,5,99,2.6,-1.8,11,8570,6,2785
"Grand County, CO",14480,5,12,31,14,108,39.3,-7.1,19.9,0,0,2507
"Butte County, CA",221580,12,22,51,9,70,4.2,-1.6,64.5,64770,29,1112
"Colquitt County, GA",45990,29,28,48,12,65,-1.2,0.6,86.1,39010,85,436
"Meriwether County, GA",21430,28,23,55,16,74,1.5,-2.6,92.6,16800,78,233
"Wyandotte County, KS",159470,22,24,42,13,76,6.9,1.7,64.9,70160,44,1100
"Whitley County, KY",35560,25,24,55,13,74,-2.2,-4.8,95.1,31970,90,155
"Calloway County, KY",37980,13,21,47,13,89,5.4,6.3,49.3,70,0,1588
"Jefferson Parish, LA",434530,16,17,40,10,106,-0.3,-1.5,44.3,67320,16,1744
"Jefferson County, AR",74660,16,25,52,13,89,-10.3,-6.1,88,54150,73,377
"Harford County, MD",248030,7,8,36,6,109,5.4,0,4.4,0,0,2991
"Holmes County, MS",18970,30,44,61,13,54,1.2,-5.7,97.5,18970,100,80
"Attala County, MS",19300,24,27,55,15,80,-20.9,-3.5,96.3,18590,96,117
"Tallapoosa County, AL",41300,20,21,51,11,89,0.9,-5.1,78.2,23850,58,682
"Dickenson County, VA",15610,27,20,61,13,51,-21.1,-15.1,99.2,14520,93,27
"Loup County, NE",560,6,20,32,16,105,-20,-20,59.4,0,0,1270
"Lander County, NV",5930,19,12,43,7,147,18,9.1,10.3,0,0,2805
"Somerset County, NJ",328700,7,5,35,6,140,6.7,1.9,1.6,0,0,3078
"Judith Basin County, MT",2020,6,13,45,15,98,12.7,9.3,18.1,0,0,2560
"Warren County, NY",65390,9,12,42,5,96,-1.4,-1.3,23.9,50,0,2380
"Schuylkill County, PA",147150,13,13,48,12,85,-0.2,-2.1,59.1,16980,12,1281
"Cumberland County, PA",239420,9,9,39,5,116,2.3,0.1,7.3,0,0,2900
"Madison County, KY",85490,14,22,44,10,97,2.3,6.2,40.6,0,0,1858
"Washington County, IA",21910,10,9,34,5,105,3.7,0.3,6.4,0,0,2929
"Gooding County, ID",15240,23,22,43,8,81,-1.6,1.5,61.6,0,0,1203
"Johnson County, AR",25790,22,21,49,6,79,0,2.1,59.9,960,4,1254
"El Paso County, TX",823860,25,23,48,7,78,6.9,3.4,55.5,289180,35,1394
"Pendleton County, WV",7530,19,20,52,2,87,-0.2,-4.4,67.5,0,0,1019
"Bland County, VA",6730,17,14,57,10,67,4.9,0,62.3,4500,67,1181
"Washington County, MD",148910,14,13,43,7,76,6.2,-1.8,38,2520,2,1938
"Arenac County, MI",15560,15,19,58,5,78,11.3,0.6,47.9,2870,18,1632
"Polk County, OR",76460,10,17,48,6,103,15.9,0.8,18.3,0,0,2557
"Deschutes County, OR",163140,7,15,45,7,98,3.7,4.7,16.2,9330,6,2623
"Lewis and Clark County, MT",64770,6,11,36,5,119,0.7,1.4,6,0,0,2940
"Redwood County, MN",15830,12,11,39,10,79,6.7,-3.4,36,1360,9,2002
"Bannock County, ID",83390,8,16,40,7,93,-5.1,-3.2,40.1,2600,3,1874
"Putnam County, IL",5900,11,11,44,9,97,5.9,-2.2,25.3,0,0,2337
"Johnson County, KY",23390,25,25,61,12,81,-0.9,-4,92.5,13330,57,237
"Gentry County, MO",6790,12,16,45,13,85,-2.9,-5.7,71,0,0,908
"Crawford County, GA",12540,21,17,50,12,85,6,3.1,56.7,3860,31,1357
"Magoffin County, KY",13080,32,27,65,14,65,7.4,4.2,83.3,12410,95,523
"Sheridan County, NE",5340,11,17,40,17,77,0,-0.6,59.9,1360,26,1256
"Greenbrier County, WV",35640,16,19,51,12,97,-4.3,-1.3,70.3,14940,42,931
"San Saba County, TX",5900,20,15,51,18,72,-3.9,-3.9,89,5010,85,345
"Douglas County, OR",107160,12,20,56,8,81,0,-5.2,73,52020,49,844
"Klamath County, OR",65990,13,19,51,10,78,0,-6.8,76.7,29570,45,730
"Delaware County, PA",560780,8,11,41,8,121,4.5,-1.1,12.1,98460,18,2750
"Campbell County, SD",1440,12,13,40,14,78,5.7,5.7,36.6,0,0,1982
"Nicollet County, MN",32920,7,11,29,4,99,6.2,-1.9,6.5,0,0,2926
"Saline County, MO",23360,16,19,43,11,82,7.7,-4.5,62.5,0,0,1175
"East Baton Rouge Parish, LA",443600,11,19,39,9,108,8.5,-0.8,26.6,100740,23,2295
"Pointe Coupee Parish, LA",22630,18,18,46,11,103,-2.9,-3.4,66.3,6590,29,1056
"Terrell County, GA",9300,32,33,56,21,66,6.5,-8.9,96.7,8780,94,104
"Harrison County, KY",18640,19,22,48,9,83,4.3,-0.7,63.3,410,2,1148
"Livingston County, IL",38480,13,11,49,8,96,-3.7,-4.9,51.5,1310,3,1517
"Sangamon County, IL",198810,8,15,39,8,97,0.3,-1.3,24.5,31850,16,2361
"Woodford County, IL",38970,7,8,38,5,119,11,-4.2,6.3,0,0,2933
"Warren County, MO",32850,15,14,42,7,110,0.6,3.7,24.4,0,0,2365
"Traverse County, MN",3460,10,9,42,16,80,6.4,-4.7,45.9,0,0,1695
"Harrison County, IA",14600,9,10,38,10,102,3.5,2.6,12.4,0,0,2742
"Elliott County, KY",7780,26,30,67,12,65,-0.7,-2.3,94.7,7320,94,168
"Price County, WI",13890,10,14,43,7,83,-2.8,-4.5,47.2,100,1,1654
"Cottle County, TX",1600,27,20,49,14,66,-1.3,-18.2,95.3,1560,98,149
"Bandera County, TX",20640,14,15,49,9,92,46.4,1.4,29.9,0,0,2193
"Wayne County, PA",51970,12,13,51,6,93,-2.3,-3.4,47.7,260,1,1636
"Concordia Parish, LA",20610,25,32,57,10,66,-1,-3.2,92.4,17460,85,238
"McCulloch County, TX",8250,21,19,44,20,78,35.6,2.8,57.8,0,0,1321
"Campbell County, VA",54830,16,15,43,11,73,0.3,0.8,57.7,19770,36,1324
"Van Buren County, MI",75570,14,19,46,9,95,-4.9,-4.3,62.9,19420,26,1162
"Johnson County, IL",12650,16,15,61,13,72,-13.8,-9.3,92.2,8300,66,246
"Hughes County, SD",17380,8,10,30,6,115,0.2,-6,16.5,530,3,2611
"Sharp County, AR",17120,19,23,59,13,75,-12,-6.6,96.3,15710,92,118
"Sebastian County, AR",126800,18,23,44,10,95,-4.8,-1,65.1,49610,39,1093
"Gasconade County, MO",15010,16,15,46,11,89,6.2,3.4,40.7,0,0,1855
"Clay County, KY",21450,36,36,67,12,52,-1.7,-2.8,97.1,20370,95,92
"Clay County, IN",26800,13,16,45,10,95,14.5,-6.2,44.4,2890,11,1740
"Gordon County, GA",55670,26,20,46,12,86,16.1,-2.8,66.9,10580,19,1036
"Clark County, WI",34580,18,16,39,7,83,1.3,1.4,40.2,280,1,1870
"Juneau County, WI",26610,15,14,46,10,86,4.6,-2.3,50.4,4080,15,1552
"Putnam County, FL",73190,23,27,58,14,69,-9.1,-3.6,97.9,58110,79,67
"Saline County, IL",24880,15,21,53,11,68,-3.7,-2,83.4,21960,88,520
"Adair County, IA",7540,8,9,36,11,90,5,7.5,12.1,0,0,2749
"Edwards County, TX",2040,28,16,50,6,79,-11.2,2.8,63.7,130,6,1136
"McMinn County, TN",52410,18,19,51,12,89,-0.1,-0.5,68.7,33070,63,978
"San Augustine County, TX",8780,22,24,67,24,56,-9.5,-3.7,98.8,8750,100,39
"DeKalb County, TN",18970,23,20,50,12,84,-28.6,-3,87.2,15160,80,402
"Montgomery County, VA",95810,10,26,46,9,69,11.2,-2.7,54,130,0,1439
"Buckingham County, VA",17070,27,22,57,16,59,2.9,-0.4,90.6,14900,87,296
"Dare County, NC",34530,9,9,35,6,119,5.1,0.3,4.8,1300,4,2978
"Tillman County, OK",7810,24,24,50,25,79,-1.8,2.9,85.2,5640,72,464
"Larimer County, CO",311440,5,14,37,5,99,10,3.7,3.9,1060,0,3007
"Leon County, FL",280880,8,24,41,11,99,4.7,0.4,34.9,85650,31,2035
"Gulf County, FL",15780,20,16,59,15,87,3.7,-7.7,83.4,0,0,521
"Crawford County, IN",10650,18,18,49,7,84,7.4,-12,59.8,4760,45,1258
